	SRR8437484	SRR8437482	SRR8437483	SRR8437481	SRR8437478	SRR8437479
HORVU.MOREX.r3.1HG0007700	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007740	8	2	2	0	0	0
HORVU.MOREX.r3.1HG0007770	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007840	1380	895	988	1117	1023	1167
HORVU.MOREX.r3.1HG0007850	1912	1567	1232	1717	1575	1669
HORVU.MOREX.r3.1HG0007900	1766	4986	2370	2190	3567	3300
HORVU.MOREX.r3.1HG0007910	174	108	98	166	133	150
HORVU.MOREX.r3.1HG0007940	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007950	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0007970	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008000	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008070	92	46	67	55	55	82
HORVU.MOREX.r3.1HG0008080	0	0	0	0	1	0
HORVU.MOREX.r3.1HG0008100	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008130	10	12	5	4	1	2
HORVU.MOREX.r3.1HG0008140	2755	3204	3052	2529	2621	3242
HORVU.MOREX.r3.1HG0008150	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008160	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008290	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008310	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008320	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008380	18	29	12	12	12	28
HORVU.MOREX.r3.1HG0008390	8	5	4	4	7	3
HORVU.MOREX.r3.1HG0008400	177	129	140	182	130	150
HORVU.MOREX.r3.1HG0008410	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008440	5975	7071	6145	5522	6136	7887
HORVU.MOREX.r3.1HG0008450	3325	2462	2956	2789	2734	4253
HORVU.MOREX.r3.1HG0008460	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008470	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008490	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008500	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008510	1456	1376	1333	1817	1532	1339
HORVU.MOREX.r3.1HG0008520	1254	950	821	1491	859	1238
HORVU.MOREX.r3.1HG0008600	4	6	0	0	0	2
HORVU.MOREX.r3.1HG0008610	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008620	387	378	265	362	353	362
HORVU.MOREX.r3.1HG0008630	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008640	638	518	617	285	538	782
HORVU.MOREX.r3.1HG0008650	3617	2651	2762	3284	2981	3757
HORVU.MOREX.r3.1HG0008660	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008680	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008690	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008790	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008810	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008820	750	611	632	612	685	768
HORVU.MOREX.r3.1HG0008840	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008860	1	11	2	6	10	2
HORVU.MOREX.r3.1HG0008890	3135	3072	2574	2916	2978	3004
HORVU.MOREX.r3.1HG0008900	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008910	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008930	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0008950	77	54	59	79	57	90
HORVU.MOREX.r3.1HG0008980	250	222	206	151	302	333
HORVU.MOREX.r3.1HG0009000	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009020	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009050	10189	9160	8121	8614	12841	15051
HORVU.MOREX.r3.1HG0009100	171	218	151	144	58	67
HORVU.MOREX.r3.1HG0009110	0	0	1	0	0	0
HORVU.MOREX.r3.1HG0009120	300	181	192	257	196	181
HORVU.MOREX.r3.1HG0009210	7	0	0	4	4	2
HORVU.MOREX.r3.1HG0009220	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009270	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009360	64	53	56	64	39	37
HORVU.MOREX.r3.1HG0009380	0	0	0	0	0	1
HORVU.MOREX.r3.1HG0009390	19	4	2	33	9	13
HORVU.MOREX.r3.1HG0009400	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009420	197	147	129	194	164	179
HORVU.MOREX.r3.1HG0009450	2	2	0	0	0	2
HORVU.MOREX.r3.1HG0009460	560	265	415	1121	325	620
HORVU.MOREX.r3.1HG0009470	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009480	71	20	30	146	52	105
HORVU.MOREX.r3.1HG0009490	30	10	18	42	27	19
HORVU.MOREX.r3.1HG0009610	0	6	1	0	9	5
HORVU.MOREX.r3.1HG0009630	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009640	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009650	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009670	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009680	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009730	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009740	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009760	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009770	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009810	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009860	22	49	24	18	49	29
HORVU.MOREX.r3.1HG0009870	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009920	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009930	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009940	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009950	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0009960	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010020	2	0	0	0	0	0
HORVU.MOREX.r3.1HG0010030	4	4	0	3	4	2
HORVU.MOREX.r3.1HG0010060	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010070	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010080	64	22	28	122	31	56
HORVU.MOREX.r3.1HG0010090	0	0	0	0	0	2
HORVU.MOREX.r3.1HG0010130	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010140	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010170	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010270	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010310	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010330	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010340	2	0	0	2	5	7
HORVU.MOREX.r3.1HG0010350	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010370	587	612	405	751	495	665
HORVU.MOREX.r3.1HG0010380	6	0	0	0	0	0
HORVU.MOREX.r3.1HG0010400	0	0	0	0	1	0
HORVU.MOREX.r3.1HG0010450	3052	2630	2823	1464	2313	2245
HORVU.MOREX.r3.1HG0010470	2989	2339	2220	2873	2865	3132
HORVU.MOREX.r3.1HG0010480	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010490	1444	1050	1125	1232	1076	1251
HORVU.MOREX.r3.1HG0010520	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010530	1194	2325	1219	1917	2069	1454
HORVU.MOREX.r3.1HG0010600	4	2	5	4	0	6
HORVU.MOREX.r3.1HG0010610	83	79	66	76	77	101
HORVU.MOREX.r3.1HG0010620	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010640	0	0	0	6	0	2
HORVU.MOREX.r3.1HG0010650	67	214	104	80	109	116
HORVU.MOREX.r3.1HG0010660	2	67	5	10	37	8
HORVU.MOREX.r3.1HG0010690	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010700	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010720	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010730	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010750	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010780	0	5	0	0	0	0
HORVU.MOREX.r3.1HG0010790	0	18	2	2	2	0
HORVU.MOREX.r3.1HG0010800	146	140	110	91	110	154
HORVU.MOREX.r3.1HG0010810	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010840	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010890	18674	24316	20320	23944	18538	27201
HORVU.MOREX.r3.1HG0010920	125	237	120	179	207	273
HORVU.MOREX.r3.1HG0010930	735	654	671	612	574	705
HORVU.MOREX.r3.1HG0010950	19	14	29	6	9	21
HORVU.MOREX.r3.1HG0010970	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010980	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0010990	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0011010	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0011020	135	192	137	107	162	129
HORVU.MOREX.r3.1HG0011080	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0011090	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0011100	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0011110	351	237	263	300	219	250
HORVU.MOREX.r3.1HG0011130	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0011140	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0011170	561	542	511	782	565	782
HORVU.MOREX.r3.1HG0011180	1894	1493	1055	1310	1360	1623
HORVU.MOREX.r3.1HG0011190	71	60	33	60	63	80
HORVU.MOREX.r3.1HG0011220	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0011250	41	28	11	24	16	18
HORVU.MOREX.r3.1HG0011260	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0011270	1623	2257	1126	1735	1667	1747
HORVU.MOREX.r3.1HG0011280	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0011360	3219	2282	2654	2788	2289	2978
HORVU.MOREX.r3.1HG0011370	659	972	518	640	685	653
HORVU.MOREX.r3.1HG0011380	1210	976	805	1171	1080	1110
HORVU.MOREX.r3.1HG0011400	12	9	2	12	8	8
HORVU.MOREX.r3.1HG0011440	0	2	0	0	0	0
HORVU.MOREX.r3.1HG0011450	35	30	7	13	28	60
HORVU.MOREX.r3.1HG0011510	6	3	7	4	4	0
HORVU.MOREX.r3.1HG0011540	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0011550	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0011560	31	29	16	6	37	30
HORVU.MOREX.r3.1HG0011570	3	0	0	0	0	0
HORVU.MOREX.r3.1HG0011590	25	44	10	10	35	10
HORVU.MOREX.r3.1HG0011660	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0011680	30	42	26	26	20	38
HORVU.MOREX.r3.1HG0011700	10	17	8	4	2	6
HORVU.MOREX.r3.1HG0011730	32	14	16	14	10	22
HORVU.MOREX.r3.1HG0011760	44	48	27	34	41	54
HORVU.MOREX.r3.1HG0011790	109	113	55	103	96	116
HORVU.MOREX.r3.1HG0011820	105	88	61	87	94	75
HORVU.MOREX.r3.1HG0011870	89	57	38	45	13	32
HORVU.MOREX.r3.1HG0011880	3	0	0	2	0	0
HORVU.MOREX.r3.1HG0011890	286	137	230	140	182	251
HORVU.MOREX.r3.1HG0011900	1360	1822	2114	1808	1037	1224
HORVU.MOREX.r3.1HG0011910	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0011960	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0011970	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012000	1	2	3	2	6	0
HORVU.MOREX.r3.1HG0012010	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012020	7695	19914	9566	7532	9545	10769
HORVU.MOREX.r3.1HG0012030	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012040	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012100	426	380	383	428	341	480
HORVU.MOREX.r3.1HG0012110	6	4	13	4	7	4
HORVU.MOREX.r3.1HG0012140	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012160	18	31	15	4	10	16
HORVU.MOREX.r3.1HG0012170	594	324	322	380	330	411
HORVU.MOREX.r3.1HG0012180	1892	1362	1239	1228	1423	1478
HORVU.MOREX.r3.1HG0012250	11735	8844	9791	7690	9559	10682
HORVU.MOREX.r3.1HG0012290	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012300	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012310	47	31	20	26	22	27
HORVU.MOREX.r3.1HG0012320	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012330	70	49	44	89	51	79
HORVU.MOREX.r3.1HG0012340	18	17	17	14	30	21
HORVU.MOREX.r3.1HG0012370	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012390	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012400	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012410	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012420	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012430	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012440	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012480	109	48	52	90	12	86
HORVU.MOREX.r3.1HG0012490	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012520	0	5	6	0	0	2
HORVU.MOREX.r3.1HG0012530	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012540	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012570	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012580	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012590	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012620	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012630	459	1200	506	500	660	565
HORVU.MOREX.r3.1HG0012640	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012650	0	1	0	0	0	0
HORVU.MOREX.r3.1HG0012660	0	0	0	0	1	0
HORVU.MOREX.r3.1HG0012670	928	703	384	507	663	773
HORVU.MOREX.r3.1HG0012680	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012720	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012730	309	315	305	332	274	350
HORVU.MOREX.r3.1HG0012760	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012840	0	2	0	0	0	0
HORVU.MOREX.r3.1HG0012850	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012860	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012870	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012880	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012890	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0012950	0	0	0	0	1	0
HORVU.MOREX.r3.1HG0012990	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013000	184	179	114	151	117	183
HORVU.MOREX.r3.1HG0013020	309	737	300	519	336	437
HORVU.MOREX.r3.1HG0013030	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013050	1189	792	707	1040	776	978
HORVU.MOREX.r3.1HG0013070	124	27	29	70	16	73
HORVU.MOREX.r3.1HG0013140	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013150	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013170	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013180	1879	2286	1891	1884	2347	2260
HORVU.MOREX.r3.1HG0013220	4503	4161	4414	3478	3922	4841
HORVU.MOREX.r3.1HG0013230	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013240	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013250	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013270	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013280	3	0	0	0	0	0
HORVU.MOREX.r3.1HG0013300	223	134	105	163	145	173
HORVU.MOREX.r3.1HG0013310	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013330	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013340	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013350	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013380	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013400	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013440	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013450	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013470	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013480	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013490	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013510	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013540	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013570	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013590	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013650	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013690	387	301	263	313	307	369
HORVU.MOREX.r3.1HG0013700	812	683	681	537	546	664
HORVU.MOREX.r3.1HG0013800	856	859	823	968	1026	1165
HORVU.MOREX.r3.1HG0013820	1402	1274	1218	1403	1279	1464
HORVU.MOREX.r3.1HG0013910	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013920	0	0	0	6	0	0
HORVU.MOREX.r3.1HG0013940	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013960	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0013970	1	1	1	1	1	0
HORVU.MOREX.r3.1HG0013980	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0014090	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0014100	9	15	16	30	13	30
HORVU.MOREX.r3.1HG0014120	92	40	58	209	45	109
HORVU.MOREX.r3.1HG0014190	604	509	553	542	295	457
HORVU.MOREX.r3.1HG0014220	8	16	10	13	23	19
HORVU.MOREX.r3.1HG0014240	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0014260	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0014320	181	174	133	164	144	196
HORVU.MOREX.r3.1HG0014340	2437	2059	1514	2127	1897	2074
HORVU.MOREX.r3.1HG0014350	169	224	164	113	124	194
HORVU.MOREX.r3.1HG0014380	2	0	2	6	0	0
HORVU.MOREX.r3.1HG0014400	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0014410	28	26	66	52	25	43
HORVU.MOREX.r3.1HG0014430	682	575	449	648	604	676
HORVU.MOREX.r3.1HG0014440	6171	23092	8282	8839	11672	12195
HORVU.MOREX.r3.1HG0014490	36	10	17	50	22	22
HORVU.MOREX.r3.1HG0014500	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0014520	14	10	24	2	5	5
HORVU.MOREX.r3.1HG0014530	2502	1873	2332	1551	1878	1882
HORVU.MOREX.r3.1HG0014540	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0014550	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0014560	32	11	31	11	13	30
HORVU.MOREX.r3.1HG0014570	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0014580	8662	22226	11659	10019	11518	10344
HORVU.MOREX.r3.1HG0014590	1468	2545	1592	1630	1496	1713
HORVU.MOREX.r3.1HG0014620	983	824	463	1623	884	940
HORVU.MOREX.r3.1HG0014640	8	8	8	42	8	10
HORVU.MOREX.r3.1HG0014650	9	21	7	14	8	12
HORVU.MOREX.r3.1HG0014660	40	23	28	16	22	12
HORVU.MOREX.r3.1HG0014680	694	908	537	773	790	988
HORVU.MOREX.r3.1HG0014690	857	644	677	679	589	769
HORVU.MOREX.r3.1HG0014700	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0014710	812	1349	983	806	1001	991
HORVU.MOREX.r3.1HG0014730	0	2	2	2	2	4
HORVU.MOREX.r3.1HG0014740	1995	1557	1358	1612	1229	1460
HORVU.MOREX.r3.1HG0014790	61	36	49	81	30	52
HORVU.MOREX.r3.1HG0014800	18	27	25	14	16	16
HORVU.MOREX.r3.1HG0014850	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0014890	0	0	4	0	0	0
HORVU.MOREX.r3.1HG0014910	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0014930	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0015000	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0015080	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0015090	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0015110	4	8	8	13	6	14
HORVU.MOREX.r3.1HG0015120	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0015130	26	12	8	8	8	21
HORVU.MOREX.r3.1HG0015170	2580	1768	2218	2679	2126	2666
HORVU.MOREX.r3.1HG0015180	0	0	2	0	0	0
HORVU.MOREX.r3.1HG0015190	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0015240	25	10	10	12	8	9
HORVU.MOREX.r3.1HG0015250	12925	14119	13164	15739	12084	15904
HORVU.MOREX.r3.1HG0015270	999	706	664	932	668	983
HORVU.MOREX.r3.1HG0015290	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0015330	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0015360	0	1	0	0	0	0
HORVU.MOREX.r3.1HG0015390	1854	3319	2424	1836	2242	2198
HORVU.MOREX.r3.1HG0015420	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0015430	4	8	8	5	2	11
HORVU.MOREX.r3.1HG0015460	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0015470	59	142	74	109	149	115
HORVU.MOREX.r3.1HG0015480	223	295	187	187	228	186
HORVU.MOREX.r3.1HG0015510	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0015520	145	220	150	377	143	244
HORVU.MOREX.r3.1HG0015530	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0015610	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0015620	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0015640	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0015670	0	0	0	1	1	1
HORVU.MOREX.r3.1HG0015680	84	8	10	151	67	58
HORVU.MOREX.r3.1HG0015720	407	420	286	983	379	419
HORVU.MOREX.r3.1HG0015740	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0015750	0	3	2	0	2	0
HORVU.MOREX.r3.1HG0015760	136	137	100	155	159	167
HORVU.MOREX.r3.1HG0015780	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0015790	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0015890	193	196	73	171	133	157
HORVU.MOREX.r3.1HG0015960	0	0	4	0	1	1
HORVU.MOREX.r3.1HG0015990	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0016030	1068	456	596	336	388	465
HORVU.MOREX.r3.1HG0016050	5	4	0	0	10	10
HORVU.MOREX.r3.1HG0016090	3543	3605	2091	2765	2986	2911
HORVU.MOREX.r3.1HG0016100	0	0	0	6	0	4
HORVU.MOREX.r3.1HG0016110	2880	2468	2376	1946	1854	2741
HORVU.MOREX.r3.1HG0016120	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0016130	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0016150	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0016160	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0016170	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0016190	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0016200	572	621	532	1104	615	834
HORVU.MOREX.r3.1HG0016210	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0016240	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0016260	43	66	48	28	86	75
HORVU.MOREX.r3.1HG0016290	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0016310	3992	4000	3930	4559	2844	3447
HORVU.MOREX.r3.1HG0016340	0	0	3	0	8	2
HORVU.MOREX.r3.1HG0016360	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0016370	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0016410	408	337	244	361	273	342
HORVU.MOREX.r3.1HG0016450	1121	773	750	771	795	763
HORVU.MOREX.r3.1HG0016480	567	504	391	531	414	568
HORVU.MOREX.r3.1HG0016510	2	0	0	0	0	2
HORVU.MOREX.r3.1HG0016530	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0016550	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0016580	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0016590	11	52	14	14	11	30
HORVU.MOREX.r3.1HG0016620	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0016660	0	0	4	0	2	0
HORVU.MOREX.r3.1HG0016680	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0016710	978	816	792	1061	481	977
HORVU.MOREX.r3.1HG0016730	98	69	64	51	104	82
HORVU.MOREX.r3.1HG0016740	1283	1437	1011	1312	1111	1385
HORVU.MOREX.r3.1HG0016760	603	543	539	554	521	566
HORVU.MOREX.r3.1HG0016770	29	14	16	36	8	22
HORVU.MOREX.r3.1HG0016790	1815	1481	1206	1629	1261	1718
HORVU.MOREX.r3.1HG0016810	574	477	469	641	575	619
HORVU.MOREX.r3.1HG0016820	264	137	228	244	172	265
HORVU.MOREX.r3.1HG0016840	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0016850	225	84	155	128	107	175
HORVU.MOREX.r3.1HG0016910	12	7	12	16	18	21
HORVU.MOREX.r3.1HG0016940	1924	2864	1846	2052	2000	2096
HORVU.MOREX.r3.1HG0016950	415	347	282	423	302	323
HORVU.MOREX.r3.1HG0017020	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0017040	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0017050	10	6	5	6	2	0
HORVU.MOREX.r3.1HG0017060	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0017070	1720	1429	1583	1988	1456	1914
HORVU.MOREX.r3.1HG0017080	607	763	506	496	740	707
HORVU.MOREX.r3.1HG0017090	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0017100	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0017110	2203	1561	1680	2014	1620	1861
HORVU.MOREX.r3.1HG0017130	351	483	135	335	378	303
HORVU.MOREX.r3.1HG0017140	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0017150	32	19	22	25	10	19
HORVU.MOREX.r3.1HG0017240	1903	1186	1298	1072	927	1156
HORVU.MOREX.r3.1HG0017250	1023	779	720	679	786	734
HORVU.MOREX.r3.1HG0017280	373	444	243	202	282	218
HORVU.MOREX.r3.1HG0017310	0	2	0	0	0	0
HORVU.MOREX.r3.1HG0017340	53	37	40	38	42	35
HORVU.MOREX.r3.1HG0017350	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0017370	4	2	0	2	0	0
HORVU.MOREX.r3.1HG0017410	2	2	0	2	2	2
HORVU.MOREX.r3.1HG0017420	692	207	292	1268	175	406
HORVU.MOREX.r3.1HG0017430	14	2	2	14	2	8
HORVU.MOREX.r3.1HG0017440	821	739	666	809	836	822
HORVU.MOREX.r3.1HG0017460	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0017480	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0017520	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0017530	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0017560	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0017580	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0017620	18	149	12	17	24	14
HORVU.MOREX.r3.1HG0017630	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0017660	0	0	0	0	0	0
HORVU.MOREX.r3.1HG0017670	12	15	21	0	14	12
